filename,boundary_recall,class_homogeneity,undersegmentation_error,achievable_segmentation_accuracy,num_superpixels,mean_num_pixels_per_superpixels
0020126b06a719c36fed196c2c71f2f0_0.npy,1.3860759493670887,0.0,0.1983739837398374,0.9008130081300812,5,369.0
002985bcbd572241a950bf39b4188d70_0.npy,1.5892420537897312,0.8266666666666667,0.02375102375102375,0.9881244881244882,75,325.6
00437234527092743faeb39bc59bd7ee_0.npy,1.5148514851485149,0.6176470588235294,0.1141552511415525,0.9429223744292238,34,334.94117647058823
00be2ad4736f6657b767683186615f3f_0.npy,1.7012987012987013,0.8620689655172413,0.032205128205128206,0.983897435897436,29,336.2068965517241
00bf40d77104c2b4d6d55e431ca009b9_0.npy,1.171875,0.7586206896551724,0.10235507246376811,0.948822463768116,29,304.55172413793105
00d87e85e220404257d75a9c6d574e0b_0.npy,1.9881889763779528,0.6774193548387096,0.054371002132196165,0.9728144989339019,31,302.5806451612903
01289b5d0d3f47b0de56c003ec81614a_0.npy,1.5072463768115942,0.6666666666666666,0.10772178013557324,0.9461391099322134,42,323.14285714285717
01289b5d0d3f47b0de56c003ec81614a_1.npy,1.549342105263158,0.5238095238095238,0.1361552028218695,0.9319223985890652,21,270.0
026d4acc83cb338c02ade317e0816f61_0.npy,1.3125,0.5,0.08613861386138613,0.9569306930693069,12,336.6666666666667
0272003ec882522e7bec012aac93cc26_0.npy,1.0,1.0,0.0,1.0,7,276.42857142857144
0272003ec882522e7bec012aac93cc26_1.npy,1.5771604938271604,0.625,0.0607311320754717,0.9696344339622641,24,282.6666666666667
0272003ec882522e7bec012aac93cc26_2.npy,1.1666666666666667,0.375,0.31326392032593936,0.8433680398370303,8,276.125
0272003ec882522e7bec012aac93cc26_3.npy,1.474025974025974,0.2,0.09700722394220847,0.9514963880288958,5,387.6
02858ff80779671801b922af42c72df6_0.npy,1.825242718446602,0.725,0.046727395411605935,0.9766363022941971,40,296.4
0301eae58a63514483f1f05436437ac2_0.npy,1.7547425474254743,0.8151260504201681,0.03570246109700916,0.9821487694514954,119,304.57142857142856
0301eae58a63514483f1f05436437ac2_1.npy,1.8333333333333333,0.43243243243243246,0.13202511773940345,0.9339874411302983,37,344.3243243243243
030f458bd12ad589f1c2d6ae4cc245e0_0.npy,1.8191489361702127,0.6,0.12974465148378192,0.935127674258109,10,289.8
035b9aff921b413432a9b2b6d68e4c50_1.npy,1.5333333333333334,0.7361111111111112,0.08599257884972171,0.9570037105751391,72,299.44444444444446
035b9aff921b413432a9b2b6d68e4c50_2.npy,1.2674157303370785,0.6857142857142857,0.13597883597883598,0.932010582010582,35,324.0
03722f11a500f35511add8b2ecf54e61_0.npy,1.3588709677419355,0.875,0.07278514588859417,0.9636074270557029,32,294.53125
03a29338d44c41efd1856034029cb9cb_0.npy,1.75,0.8095238095238095,0.044279250161603105,0.9778603749191984,42,294.6666666666667
03a29338d44c41efd1856034029cb9cb_1.npy,1.5755813953488371,0.5,0.13284470911589555,0.9335776454420522,6,363.8333333333333
03a29338d44c41efd1856034029cb9cb_2.npy,1.25,0.25,0.3463892288861689,0.8268053855569155,4,408.5
03b7f4b22ab4357bbf58da1540daf836_0.npy,1.708955223880597,0.7272727272727273,0.12753623188405797,0.936231884057971,22,376.3636363636364
04475f8d2c89fbf998cf4713d234ce50_0.npy,1.75,0.6896551724137931,0.023531975160692886,0.9882340124196536,29,316.51724137931035
045069bee69b9a6b457a69c564589895_0.npy,1.6517857142857142,0.5714285714285714,0.04909158324063775,0.9754542083796811,35,385.2857142857143
045069bee69b9a6b457a69c564589895_1.npy,1.1458333333333333,0.0,0.125,0.9375,3,453.3333333333333
045897ff55447150716a26960a3b8fd6_0.npy,1.820754716981132,0.8787878787878788,0.0072404742510634446,0.9963797628744683,33,334.8181818181818
