filename,boundary_recall,class_homogeneity,undersegmentation_error,achievable_segmentation_accuracy,num_superpixels,mean_num_pixels_per_superpixels
42463520.npy,1.0670498084291187,0.9722991689750693,0.02754629840910543,0.9862268507954473,361,303.49307479224376
42795613.npy,1.1538461538461537,0.961218836565097,0.021357964969286516,0.9893210175153567,361,303.49307479224376
42925587.npy,1.1746478873239437,0.9695290858725761,0.022800083971486203,0.9885999580142569,361,303.49307479224376
42960140.npy,0.7689873417721519,0.9861495844875346,0.020828579512782833,0.9895857102436085,361,303.49307479224376
43079279.npy,1.0555555555555556,0.9778393351800554,0.008232856582177964,0.9958835717089111,361,303.49307479224376
43189696.npy,0.8847926267281107,0.9750692520775623,0.021595275691167478,0.9892023621544163,361,303.49307479224376
43311605.npy,1.3192488262910798,0.96398891966759,0.013417183121731274,0.9932914084391343,361,303.49307479224376
43311685.npy,1.3091286307053942,0.9722991689750693,0.004673195753963545,0.9976634021230182,361,303.49307479224376
43752579.npy,1.15527950310559,0.925207756232687,0.03639981380235668,0.9818000930988217,361,303.49307479224376
43769828.npy,1.124282982791587,0.9667590027700831,0.02024443004353739,0.9898777849782313,361,303.49307479224376
43769992.npy,1.0987261146496816,0.9861495844875346,0.017652266773760736,0.9911738666131197,361,303.49307479224376
43783081.npy,0.972972972972973,0.9778393351800554,0.019550752548808427,0.9902246237255958,361,303.49307479224376
43788959.npy,1.1905940594059405,0.9778393351800554,0.017743540128330338,0.9911282299358348,361,303.49307479224376
43789633.npy,0.9856459330143541,0.9529085872576177,0.057721269429815356,0.9711393652850924,361,303.49307479224376
43789853.npy,0.6887417218543046,0.9335180055401662,0.10293808928359544,0.9485309553582023,361,303.49307479224376
43790150.npy,1.0988805970149254,0.96398891966759,0.024260457644599814,0.9878697711777001,361,303.49307479224376
43937195.npy,1.1319340329835081,0.9722991689750693,0.022581027920519164,0.9887094860397404,361,303.49307479224376
43950094.npy,0.8578947368421053,0.961218836565097,0.041292065607287265,0.9793539671963564,361,303.49307479224376
44057738.npy,0.8258575197889182,0.96398891966759,0.04570969596845593,0.977145152015772,361,303.49307479224376
44139970.npy,1.3061224489795917,0.9861495844875346,0.002519144586120974,0.9987404277069395,361,303.49307479224376
44159646.npy,0.71484375,0.9833795013850416,0.022526263907777403,0.9887368680461113,361,303.49307479224376
44213691.npy,0.678082191780822,0.9944598337950139,0.02787488248555599,0.986062558757222,361,303.49307479224376
44214679.npy,1.063047285464098,0.9113573407202216,0.07405919989777385,0.9629704000511131,361,303.49307479224376
44239359.npy,0.8962264150943396,0.9861495844875346,0.009492428875238452,0.9952537855623808,361,303.49307479224376
44239378.npy,1.3425196850393701,0.9833795013850416,0.004344611677512984,0.9978276941612435,361,303.49307479224376
44240128.npy,1.0316901408450705,0.9584487534626038,0.023128668047936767,0.9884356659760316,361,303.49307479224376
44505399.npy,0.9872159090909091,0.9501385041551247,0.05713711996056991,0.971431440019715,361,303.49307479224376
44552252.npy,0.7956989247311828,0.925207756232687,0.13554093153585672,0.9322295342320717,361,303.49307479224376
44599571.npy,0.8997821350762527,0.9445983379501385,0.060459470066903366,0.9697702649665483,361,303.49307479224376
44602134.npy,0.9036697247706422,0.9667590027700831,0.03252982356860562,0.9837350882156972,361,303.49307479224376
44609586.npy,1.0681818181818181,0.9667590027700831,0.024443004353739015,0.9877784978231305,361,303.49307479224376
44624338.npy,0.6109215017064846,0.9750692520775623,0.05302981900493789,0.9734850904975311,361,303.49307479224376
44651102.npy,0.6855670103092784,0.961218836565097,0.01701335329177353,0.9914933233541132,361,303.49307479224376
44652186.npy,0.9272908366533864,0.9473684210526315,0.061317439599857616,0.9693412802000712,361,303.49307479224376
44671556.npy,0.8814553990610329,0.9445983379501385,0.07575688429276842,0.9621215578536157,361,303.49307479224376
44685449.npy,0.631578947368421,0.9722991689750693,0.018930093737735142,0.9905349531311324,361,303.49307479224376
44804368.npy,0.5130023640661938,0.9667590027700831,0.022891357326055805,0.9885543213369721,361,303.49307479224376
44911716.npy,0.7980132450331126,0.9307479224376731,0.09231387081169394,0.953843064594153,361,303.49307479224376
44916258.npy,0.7205638474295191,0.9445983379501385,0.10985660955997116,0.9450716952200144,361,303.49307479224376
45050576.npy,0.624313725490196,0.961218836565097,0.03304095435419538,0.9834795228229023,361,303.49307479224376
45059355.npy,0.7449908925318761,0.9418282548476454,0.09291627495185331,0.9535418625240734,361,303.49307479224376
45059518.npy,0.9787472035794184,0.9445983379501385,0.07913399841184363,0.9604330007940782,361,303.49307479224376
45062861.npy,0.9427570093457944,0.9445983379501385,0.07128448991885798,0.964357755040571,361,303.49307479224376
45082213.npy,0.7345890410958904,0.961218836565097,0.053869533866978216,0.9730652330665109,361,303.49307479224376
45095891.npy,0.9179936305732485,0.9279778393351801,0.0858334626372523,0.9570832686813738,361,303.49307479224376
45168126.npy,0.8375959079283888,0.9529085872576177,0.05879829501373664,0.9706008524931317,361,303.49307479224376
45177362.npy,0.665680473372781,0.96398891966759,0.06434771497156835,0.9678261425142158,361,303.49307479224376
45265266.npy,0.9521739130434783,0.9501385041551247,0.053540949790527655,0.9732295251047361,361,303.49307479224376
45277581.npy,0.7492836676217765,0.9695290858725761,0.081561869643395,0.9592190651783025,361,303.49307479224376
45317325.npy,1.051440329218107,0.961218836565097,0.05220835881381149,0.9738958205930942,361,303.49307479224376
45358428.npy,0.9002242152466368,0.9473684210526315,0.08404450488768814,0.957977747556156,361,303.49307479224376
45441053.npy,0.8237463126843658,0.9058171745152355,0.10138644225591223,0.9493067788720438,361,303.49307479224376
45449248.npy,0.9762658227848101,0.9168975069252078,0.08300398864559469,0.9584980056772027,361,303.49307479224376
45564959.npy,0.75,0.9778393351800554,0.05310283768859357,0.9734485811557032,361,303.49307479224376
45640751.npy,1.0714285714285714,0.9418282548476454,0.043482626116957676,0.9782586869415212,361,303.49307479224376
45693870.npy,0.8548387096774194,0.9445983379501385,0.05748395870793439,0.9712580206460328,361,303.49307479224376
45820050.npy,0.8283261802575107,0.9390581717451524,0.08586997197908015,0.95706501401046,361,303.49307479224376
45820285.npy,0.703030303030303,0.9695290858725761,0.09833791221328758,0.9508310438933563,361,303.49307479224376
45907038.npy,0.6908396946564885,0.9501385041551247,0.10908991338158651,0.9454550433092067,361,303.49307479224376
45980414.npy,0.9086021505376344,0.8947368421052632,0.12199596571772803,0.939002017141136,361,303.49307479224376
45981305.npy,0.9014705882352941,0.9584487534626038,0.054252881956170534,0.9728735590219147,361,303.49307479224376
46012368.npy,0.9389799635701275,0.9307479224376731,0.07486240541798633,0.9625687972910069,361,303.49307479224376
46087799.npy,0.8717712177121771,0.9362880886426593,0.07816650085340586,0.9609167495732971,361,303.49307479224376
46165035.npy,0.8655015197568389,0.9279778393351801,0.0958187676271666,0.9520906161864167,361,303.49307479224376
46212003.npy,0.9860294117647059,0.9058171745152355,0.12564689990051203,0.937176550049744,361,303.49307479224376
46212056.npy,0.835820895522388,0.9307479224376731,0.08145234161791148,0.9592738291910443,361,303.49307479224376
46438480.npy,0.9659863945578231,0.9030470914127424,0.11310594098264894,0.9434470295086755,361,303.49307479224376
46447880.npy,1.0715361445783131,0.8919667590027701,0.1050738857805241,0.947463057109738,361,303.49307479224376
46469625.npy,0.954014598540146,0.9002770083102493,0.10781208641761211,0.9460939567911939,361,303.49307479224376
46602030.npy,0.9879089615931721,0.8947368421052632,0.08913755807267185,0.9554312209636641,361,303.49307479224376
46751367.npy,0.7699386503067485,0.925207756232687,0.14512463376566478,0.9274376831171676,361,303.49307479224376
46826811.npy,0.7455621301775148,0.9418282548476454,0.09222259745712434,0.9538887012714379,361,303.49307479224376
46845498.npy,1.0527210884353742,0.9113573407202216,0.08698350690482927,0.9565082465475854,361,303.49307479224376
46863141.npy,0.9254185692541856,0.9002770083102493,0.11140825658765437,0.9442958717061728,361,303.49307479224376
46866103.npy,0.8411989795918368,0.8864265927977839,0.14525241646206222,0.9273737917689688,361,303.49307479224376
46942307.npy,0.8449248120300752,0.9362880886426593,0.09284325626819763,0.9535783718659012,361,303.49307479224376
46970128.npy,1.0262267343485618,0.889196675900277,0.08638110276466991,0.956809448617665,361,303.49307479224376
47003829.npy,0.8445378151260504,0.9529085872576177,0.0837341754821515,0.9581329122589243,361,303.49307479224376
47017661.npy,1.146341463414634,0.9778393351800554,0.005932768047024032,0.997033615976488,361,303.49307479224376
47028222.npy,1.0472103004291846,0.9695290858725761,0.013782276540009675,0.9931088617299951,361,303.49307479224376
47053920.npy,0.8355817875210793,0.9473684210526315,0.0687470906618231,0.9656264546690885,361,303.49307479224376
47064510.npy,0.7485549132947977,0.9196675900277008,0.12984547421071366,0.9350772628946432,361,303.49307479224376
47085774.npy,1.2050898203592815,0.9335180055401662,0.034464818685481145,0.9827675906572594,361,303.49307479224376
47085962.npy,0.8194130925507901,0.9529085872576177,0.04992652494957147,0.9750367375252142,361,303.49307479224376
47125498.npy,0.8803116147308782,0.9058171745152355,0.11471235202307391,0.942643823988463,361,303.49307479224376
47126413.npy,0.7093352192362093,0.9141274238227147,0.12864066593039494,0.9356796670348025,361,303.49307479224376
47126430.npy,1.000814332247557,0.9085872576177285,0.06918520276375717,0.9654073986181214,361,303.49307479224376
47149991.npy,1.0321285140562249,0.9916897506925207,0.003815226221009301,0.9980923868894953,361,303.49307479224376
47175483.npy,1.0727459016393444,0.9390581717451524,0.06133569427077153,0.9693321528646143,361,303.49307479224376
47293665.npy,0.7791666666666667,0.9335180055401662,0.12132054289391297,0.9393397285530435,361,303.49307479224376
