filename,boundary_recall,class_homogeneity,undersegmentation_error,achievable_segmentation_accuracy,num_superpixels,mean_num_pixels_per_superpixels
1.npy,0.9229268292682927,0.9058171745152355,0.032777639327920674,0.9835455988247793,361,844.775623268698
10.npy,1.1817711030554117,0.9553846153846154,0.019650494163237792,0.9901001587658259,650,835.2892307692308
11.npy,0.9024163568773235,0.9785969084423306,0.006570643392760968,0.9967146783036195,841,861.0344827586207
12.npy,0.8769102528480134,0.8340248962655602,0.07627395662035011,0.9615537417839667,241,825.0995850622406
13.npy,1.1678630590833794,0.8093385214007782,0.06825377336151478,0.9648228866105961,257,887.3385214007782
14.npy,0.7484088356420816,0.8977777777777778,0.03712497413614732,0.981403889923443,225,859.2
15.npy,0.6845818634571488,0.8586698337292161,0.05919655310510544,0.9701559112314088,842,860.0118764845606
16.npy,0.9785824162820967,0.833729216152019,0.06134948144670156,0.9691063759269745,842,860.0118764845606
17.npy,1.0339784946236559,0.8163265306122449,0.06154715163060633,0.9692264241846968,196,921.3112244897959
18.npy,0.818699910952805,0.8569230769230769,0.05635081722038244,0.9714534624579602,650,835.2892307692308
19.npy,0.9921744921744922,0.8525345622119815,0.05220853946491128,0.9735844608408326,651,834.0061443932411
2.npy,1.27114020731042,0.87890625,0.03584123500558041,0.9817347101469664,256,832.9921875
20.npy,1.080024434941967,0.9334126040428062,0.021262756687335148,0.9893347879524395,841,861.0344827586207
21.npy,1.108793686583991,0.9019607843137255,0.03336297733581265,0.9833185113320937,306,848.8529411764706
22.npy,0.995249406175772,0.9507692307692308,0.018934021932522683,0.9902935510131912,650,835.2892307692308
23.npy,1.042933810375671,0.943076923076923,0.011953482718100409,0.9940232586409498,650,835.2892307692308
24.npy,1.0028510334996437,0.889196675900277,0.04230335383848585,0.978751590351648,361,844.775623268698
25.npy,1.050917195268301,0.8648233486943164,0.058091347446669786,0.9702304867222409,651,834.0061443932411
26.npy,1.5948275862068966,0.9571984435797666,0.009222883226699593,0.9953885583866502,257,831.9688715953307
27.npy,1.0245535714285714,0.990487514863258,0.004037948987060334,0.9979810255064698,841,861.0344827586207
3.npy,1.16548463356974,0.9765625,0.007654720184977781,0.9958723219769501,256,864.96875
4.npy,0.9334055224688684,0.9461538461538461,0.016955895516615156,0.9915220522416924,650,835.2892307692308
5.npy,0.8059322033898305,0.976218787158145,0.011147169707096793,0.9942841754933507,841,861.0344827586207
6.npy,1.1773607748184018,0.9643281807372176,0.01044840014914449,0.9947564663803461,841,861.0344827586207
7.npy,0.6798642533936652,0.9299287410926366,0.025879331059340174,0.9869705715824507,842,860.0118764845606
8.npy,0.8636468153598529,0.8491484184914841,0.06118143459915612,0.9687168517078,411,825.7518248175182
9.npy,1.0728363324764354,0.9477434679334917,0.016151795948241336,0.9919241020258793,842,860.0118764845606
